Date,Service,Gare de départ,Gare d'arrivée,Durée moyenne du trajet,Nombre de circulations prévues,Nombre de trains annulés,Commentaire annulations,Nombre de trains en retard au départ,Retard moyen des trains en retard au départ,Retard moyen de tous les trains au départ,Commentaire retards au départ,Nombre de trains en retard à l'arrivée,Retard moyen des trains en retard à l'arrivée,Retard moyen de tous les trains à l'arrivée,Commentaire retards à l'arrivée,Nombre trains en retard > 15min,Retard moyen trains en retard > 15 (si liaison concurrencée par vol),Nombre trains en retard > 30min,Nombre trains en retard > 60min,Prct retard pour causes externes,Prct retard pour cause infrastructure,Prct retard pour cause gestion trafic,Prct retard pour cause matériel roulant,Prct retard pour cause gestion en gare et réutilisation de matériel,"Prct retard pour cause prise en compte voyageurs (affluence, gestions PSH, correspondances)",Year,Month
2019-03-01,National,QUIMPER,PARIS MONTPARNASSE,222.0,255,2,,5,8.8,0.169960474,,23,53.25217391,7.113768116,"Ce mois-ci, cette destination a été touchée par : 
- le 4 : la défaillance matériel d'un TGV sur la ligne à grande vitesse Atlantique (23 TGV impactés pour 724 minutes perdues) et la chute d'un arbre sur les voies à Questembert suite aux vents violents (12 TGV impactés pour 219 minutes perdues),
- le 12 : le heurt d'une barrière de chantier entre Marcoussis et Massy TGV sur la ligne à grande vitesse Atlantique (80 TGV impactés pour 3660 minutes perdues), 
- le 19 : un dérangement d'installation  sur la ligne à grande vitesse Atlantique  (27 TGV impactés pour 634 minutes perdues) et la défaillance matériel d'un TGV entre Massy et Paris (24 TGV impactés pour 417 minutes perdues) , 
- le 21 : l'envahissement des voies en gare du Mans  par des manifestants forains (11 TGV impactés pour 450 minutes perdues),
- le 22 : l'envahissement des voies en gare du Mans  par des manifestants forains (22 TGV impactés pour 534 minutes perdues),
- le 25 : l'envahissement des voies en gare du Mans  par des manifestants forains (32 TGV impactés pour 2012 minutes perdues) et la défaillance matériel d'un TGV vers Massy (40 TGV impactés pour 1194 minutes perdues), 
- le 28 : le heurt d'une personne  par un TER vers Rennes (5 TGV impactés  pour 207 minutes perdues),
- le 31 : une suspicion d'alerte à la bombe sous le pont de St-Hélier près de Rennes (10 TGV impactés pour 526 minutes perdues).",,7.113768116,14,7,47.82608696,21.73913043,21.73913043,8.695652174,0.0,0.0,2019.0,3.0
2019-03-01,National,PARIS MONTPARNASSE,ST PIERRE DES CORPS,60.0,416,3,,53,18.66289308,1.990677966,,60,24.26194444,4.516020985,,26,4.516020985,14,6,40.0,20.0,8.571428571,25.71428571,2.857142857,2.857142857,2019.0,3.0
2019-03-01,National,TOULOUSE MATABIAU,PARIS MONTPARNASSE,260.0,182,3,Non communiqué,20,29.32083333,2.875418994,,28,64.25357143,12.05744879,"Ce mois-ci, cette destination a été touchée par : 
- le 4 : les vents violents imposent des limitations de vitesse (27 TGV impactés pour 221 minutes perdues) et la panne d'un TGV sur la ligne à grande vitesse Atlantique (23 TGV impactés pour 724 minutes perdues), 
- le 12 : le heurt d'une barrière de chantier entre Marcoussis et Massy TGV sur la ligne à grande vitesse Atlantique (80 TGV impactés pour 3660 minutes perdues), 
- le 19 : un dérangement d'installation  sur la ligne à grande vitesse Atlantique  (27 TGV impactés pour 634 minutes perdues), et la défaillance matériel d'un TGV entre Massy et Paris (24 TGV impactés pour 417 minutes perdues), 
- le 20 : l'incendie d'une maison aux abords des voies près de Toulouse qui impactera les circulations jusqu'au 26/03 (19 TGV impactés pour 1271 minutes perdues),
- le 25 : l'envahissement des voies à Vendôme par les salariés d'Arjowiggins (56 TGV impactés pour 4488 minutes perdues) et la défaillance matériel d'un TGV vers Massy (40 TGV impactés pour 1194 minutes perdues),
- le 27 : la défaillance matériel d'un TGV vers Vendôme (14 TGV impactés pour 320 minutes perdues).",28,12.05744879,18,,44.44444444,37.03703704,7.407407407,11.11111111,0.0,0.0,2019.0,3.0
2019-03-01,National,METZ,PARIS EST,85.0,299,2,,144,8.573842593,4.207,,58,25.48534483,5.211111111,,22,5.211111111,10,5,,22.22222222,50.0,7.407407407,3.703703704,1.851851852,2019.0,3.0
,National,Reims,PARIS EST,46.0,209,1,,28,8.656547619,1.25536859,,25,14.43333333,1.160576923,,8,1.160576923,2,0,4.761904762,23.80952381,23.80952381,42.85714286,4.761904762,0.0,,
2019-03-01,National,PARIS EST,STRASBOURG,116.0,549,9,,100,18.61,3.350432099,,48,49.82395833,4.267685185,"Plusieurs attentes matériel : 7 descentes tardives du  TEE, échange loc à quai, réutilisation matériel (23’ de retard moyen)
Dérangements installation : intervalle en non libération, décontrôle aiguille et csq alarme SEI30 du 9896 suite à choc anormal (11’ en moyenne de retard pour 4 TGV)
Incidents caténaires : pantographe du 5140 pris dans la caténaire (7 TGV retardés pour 89’ en moyenne)
Présence de personne dans les voies : 2 TGV pour 15’ de retard moyen",36,4.267685185,23,14,6.25,41.66666667,2.083333333,33.33333333,14.58333333,2.083333333,2019.0,3.0
2019-03-01,National,PARIS NORD,DOUAI,72.0,208,6,,35,14.70285714,2.258085809,,28,25.48392857,3.027805281,,12,3.027805281,7,4,28.57142857,17.85714286,25.0,21.42857143,3.571428571,3.571428571,2019.0,3.0
2019-03-01,National,DOUAI,PARIS NORD,,210,4,,27,6.680246914,0.947572816,,54,13.94197531,4.59538835,,11,4.59538835,4,2,9.756097561,34.14634146,46.34146341,4.87804878,4.87804878,0.0,2019.0,3.0
2019-03-01,National,PARIS NORD,DUNKERQUE,122.0,255,3,,43,14.73837209,2.23994709,,27,29.77777778,3.492063492,,17,3.492063492,10,4,37.03703704,18.51851852,14.81481481,22.22222222,3.703703704,3.703703704,2019.0,3.0
2019-03-01,National,LILLE,PARIS NORD,63.0,596,4,,160,6.0703125,1.561993243,,107,13.72647975,2.885078829,,28,2.885078829,7,1,8.910891089,36.63366337,28.71287129,17.82178218,5.940594059,1.98019802,2019.0,3.0
2019-03-01,National,LILLE,MARSEILLE ST CHARLES,301.0,202,1,,59,9.576553672,2.643283582,,24,44.35972222,7.780762852,,24,7.780762852,10,4,25.0,12.5,33.33333333,20.83333333,8.333333333,0.0,2019.0,3.0
2019-03-01,National,AVIGNON TGV,PARIS LYON,164.0,,5,,155,8.388709677,3.25717354,Non communiqué,37,26.74369369,3.600429553,,22,3.600429553,12,5,25.71428571,31.42857143,37.14285714,5.714285714,0.0,0.0,2019.0,3.0
2019-03-01,National,GRENOBLE,PARIS LYON,182.0,226,1,,10,6.8,0.302222222,,12,,2.707703704,"Incendie motrice à cluny, chute d'arbre vers Vaumort",12,2.707703704,6,2,27.27272727,45.45454545,27.27272727,0.0,0.0,0.0,2019.0,3.0
2019-03-01,National,MARSEILLE ST CHARLES,PARIS LYON,202.0,490,5,,126,9.492460317,2.312749141,,30,44.75555556,3.473161512,"Incendie motrice à cluny, colis suspect à Valence TGV, chute d'arbre vers Vaumort",30,3.473,13,6,30.0,26.66666667,30.0,6.666666667,3.333333333,3.333333333,2019.0,3.0
,National,MULHOUSE VILLE,PARIS LYON,170.0,323,1,,,4.650680272,2.142546584,,16,29.00729167,0.34,,11,0.195859213,4,3,25.0,25.0,37.5,6.25,0.0,6.25,,
2019-03-01,National,NICE VILLE,PARIS LYON,358.0,165,3,,26,11.49166667,1.869958848,,23,39.10652174,,,23,6.760082305,10,3,30.43478261,26.08695652,34.7826087,,4.347826087,0.0,2019.0,3.0
2019-03-01,National,SAINT ETIENNE CHATEAUCREUX,PARIS LYON,168.0,108,0,,13,11.08461538,,,10,22.54166667,2.629475309,,6,2.629475309,2,0,0.0,20.0,30.0,30.0,0.0,20.0,2019.0,3.0
2019-03-01,National,LYON PART DIEU,marseille st charles,109.0,398,2,,174,9.436206897,4.184638047,-,60,26.64361111,5.34040404,,47,5.34040404,11,4,25.0,18.33333333,25.0,18.33333333,6.666666667,6.666666667,2019.0,3.0
2019-03-01,International,GENEVE,PARIS LYON,192.0,228,0,,188,2.761879433,2.407821637,,21,,2.094152047,,21,2.094152047,6,2,14.28571429,33.33333333,28.57142857,14.28571429,0.0,9.523809524,2019.0,3.0
2019-03-01,International,ITALIE,PARIS LYON,447.0,94,,,78,3.41025641,2.904255319,,22,34.6469697,10.33492908,,,10.33492908,7,4,5.0,30.0,45.0,15.0,5.0,0.0,2019.0,3.0
2019-03-01,International,PARIS LYON,LAUSANNE,222.0,145,0,,9,17.29444444,0.636781609,,19,34.20701754,7.476206897,,19,7.476206897,7,3,10.52631579,26.31578947,42.10526316,15.78947368,0.0,5.263157895,2019.0,3.0
2019-03-01,International,MARSEILLE ST CHARLES,MADRID,463.0,31,0,,7,14.46428571,4.76,,3,77.0,4.032258065,,3,4.032258065,2,1,0.0,0.0,66.66666667,33.33333333,0.0,0.0,2019.0,3.0
2019-03-01,International,PARIS LYON,BARCELONA,387.0,62,0,,7,24.85,2.24516129,,14,32.71428571,8.435483871,,14,8.435483871,7,1,57.14285714,7.142857143,7.142857143,28.57142857,0.0,0.0,2019.0,3.0
2019-04-01,National,BORDEAUX ST JEAN,PARIS MONTPARNASSE,142.0,812,2,,133,7.276315789,1.019,,64,26.65651042,,,48,3.150164609,20,2,21.56862745,31.37254902,15.68627451,19.60784314,,5.882352941,2019.0,4.0
2019-04-01,National,BREST,PARIS MONTPARNASSE,226.0,262,1,,75,92.14088889,26.58001277,,17,29.05588235,3.743805875,,17,3.743805875,5,1,46.66666667,20.0,6.666666667,26.66666667,0.0,0.0,2019.0,4.0
2019-04-01,National,LAVAL,PARIS MONTPARNASSE,85.0,216,,,52,6.406410256,1.482484568,,28,20.2077381,4.733024691,,16,4.733024691,11,3,10.0,25.0,35.0,25.0,0.0,5.0,2019.0,4.0
2019-04-01,National,PARIS MONTPARNASSE,NANTES,128.0,529,1,,253,9.55,4.508996212,,84,31.03253968,6.853882576,,49,6.853882576,21,10,21.42857143,44.28571429,18.57142857,12.85714286,,1.428571429,2019.0,4.0
2019-04-01,National,PARIS MONTPARNASSE,POITIERS,93.0,496,0,,255,9.830392157,4.97953629,-,62,19.61774194,3.524764785,,27,3.524764785,10,4,20.0,,40.0,6.666666667,6.666666667,2.222222222,2019.0,4.0
2019-04-01,National,POITIERS,PARIS MONTPARNASSE,94.0,414,0,,140,31.52404762,10.60555556,,52,15.92051282,3.306119163,,24,3.306119163,7,0,12.82051282,33.33333333,30.76923077,20.51282051,0.0,2.564102564,2019.0,4.0
2019-04-01,National,QUIMPER,PARIS MONTPARNASSE,222.0,235,,,97,134.4670103,55.54702128,,17,30.48529412,4.08070922,,17,4.08070922,6,1,30.76923077,38.46153846,7.692307692,15.38461538,7.692307692,,2019.0,4.0
2019-04-01,National,PARIS MONTPARNASSE,RENNES,98.0,617,6,,286,,3.969558101,NC,64,27.16510417,3.274386252,,30,3.274386252,13,7,22.91666667,25.0,20.83333333,25.0,2.083333333,4.166666667,2019.0,4.0
2019-04-01,National,PARIS MONTPARNASSE,ST PIERRE DES CORPS,60.0,393,0,,394,11.10762144,5.52913486,,51,18.21078431,3.15793045,,21,3.15793045,8,3,,19.44444444,44.44444444,11.11111111,5.555555556,0.0,2019.0,4.0
2019-04-01,National,PARIS MONTPARNASSE,TOULOUSE MATABIAU,259.0,154,0,,79,5.520464135,2.779545455,,14,47.16547619,4.976515152,"Ce mois-ci, cette destination a été touchée par : 
- le 2 : un défaut d'alimentation électrique sur la ligne à grande vitesse Atlantique (67 TGV impactés pour 3101 minutes perdues),
- le 16 : un TGV heurte un animal sur la ligne à grande vitesse Sud Europe Atlantique (13 TGV impactés pour 471 minutes perdues),
- le 23 : le heurt d'un chevreuil sur la ligne à grande vitesse Atlantique (9 TGV impactés pour 253 minutes perdues),
- le 28 : une rupture caténaire sur la ligne à grande vitesse Atlantique (58 TGV impactés pour 2210 minutes perdues).",14,4.976515152,9,4,15.38461538,30.76923077,38.46153846,15.38461538,0.0,0.0,2019.0,4.0
2019-04-01,,RENNES,LYON PART DIEU,234.0,95,3,,41,58.55365854,26.29,,13,59.40128205,8.792210145,"Ce mois-ci, cette destination a été touchée par : 
- le 2 : un défaut d'alimentation électrique sur la ligne à grande vitesse Atlantique (67 TGV impactés pour 3101 minutes perdues)  ,
- le 4 : la présence d'une personne aux abords des voies entre Laval et Le Mans (14 TGV impactés pour 438 minutes perdues), 
- le 20 : un dérangement de signalisation sur la ligne à grande vitesse Atlantique (11 TGV impactés pour 147 minutes perdues),
- le 23 : le heurt d'un chevreuil vers Connerré (9 TGV impactés pour 253 minutes perdues),
- le 25 : la présence d'arbres sur les voies et la caténaire vers Lyon (10 TGV impactés pour 108 minutes perdues),
- 28 : une rupture caténaire sur la ligne à grande vitesse Atlantique (58 TGV impactés pour 2210 minutes perdues).",13,8.792210145,,5,41.66666667,16.66666667,8.333333333,25.0,0.0,8.333333333,2019.0,4.0
2019-04-01,National,REIMS,PARIS EST,46.0,196,2,,21,7.622222222,0.455154639,,14,17.25,2.080670103,,5,2.080670103,1,1,0.0,33.33333333,33.33333333,33.33333333,0.0,0.0,2019.0,4.0
2019-04-01,National,STRASBOURG,PARIS EST,116.0,514,14,,223,7.102615845,3.273466667,,47,22.01453901,2.978966667,,28,2.978966667,5,3,23.25581395,18.60465116,27.90697674,18.60465116,6.976744186,4.651162791,2019.0,4.0
2019-04-01,National,STRASBOURG,NANTES,295.0,55,2,,21,3.841269841,1.53427673,,6,31.64166667,,,6,6.477987421,3,0,20.0,20.0,20.0,40.0,0.0,0.0,2019.0,4.0
2019-04-01,National,PARIS NORD,ARRAS,55.0,310,12,,65,31.86487179,6.790659955,,56,19.44107143,3.781319911,,27,3.781319911,9,3,29.09090909,20.0,12.72727273,23.63636364,14.54545455,0.0,2019.0,4.0
2019-04-01,National,ARRAS,PARIS NORD,50.0,309,2,,114,37.27105263,13.98664495,,72,20.50231481,5.506623236,,26,5.506623236,12,4,15.625,25.0,42.1875,6.25,,3.125,2019.0,4.0
2019-04-01,,PARIS NORD,DOUAI,72.0,197,4,,42,41.61984127,8.76597582,,38,22.31578947,3.415457686,,20,3.415457686,9,2,,21.05263158,10.52631579,34.21052632,13.15789474,0.0,2019.0,4.0
2019-04-01,National,DUNKERQUE,PARIS NORD,117.0,239,2,,,7.0,0.35443038,,14,33.16309524,,,10,2.861040788,5,1,30.76923077,38.46153846,0.0,23.07692308,0.0,7.692307692,2019.0,4.0
2019-04-01,,LILLE,LYON PART DIEU,191.0,223,2,,94,6.668971631,2.91,,32,40.3734375,6.795927602,,31,6.795927602,13,4,26.67,16.66666667,23.33333333,16.66666667,13.33333333,3.333333333,2019.0,4.0
2019-04-01,National,LYON PART DIEU,MARNE LA VALLEE,109.0,238,5,NC,139,10.04364508,6.06316166,,41,28.53739837,5.201716738,,33,5.201716738,11,3,20.0,15.0,35.0,17.5,10.0,2.5,2019.0,4.0
2019-04-01,National,PARIS LYON,AIX EN PROVENCE TGV,183.0,383,0,,21,10.57857143,0.178285466,,26,31.17564103,3.495953003,,25,3.495953003,10,2,21.05263158,,21.05263158,26.31578947,10.52631579,5.263157895,2019.0,4.0
2019-04-01,National,,PARIS LYON,184.0,373,3,,247,6.594871795,4.436531532,,24,44.05,3.298198198,,24,3.298198198,11,6,26.31578947,31.57894737,10.52631579,21.05263158,5.263157895,5.263157895,2019.0,4.0
2019-04-01,National,BESANCON FRANCHE COMTE TGV,PARIS LYON,131.0,188,0,,67,4.95,1.704875887,,12,22.52916667,0.701861702,,6,0.701861702,2,1,0.0,11.11111111,0.0,44.44444444,44.44444444,0.0,2019.0,4.0
,National,PARIS LYON,CHAMBERY CHALLES LES EAUX,181.0,162,0,,14,77.44642857,6.347016461,,15,28.95444444,3.851440329,,8,3.851440329,6,2,6.666666667,40.0,20.0,33.33333333,0.0,0.0,,
2019-04-01,National,PARIS LYON,DIJON VILLE,96.0,421,1,,28,11.13988095,0.423492063,,11,17.97424242,0.09,,6,0.051944444,1,0,11.11111111,0.0,22.22222222,55.55555556,11.11111111,0.0,2019.0,4.0
2019-04-01,National,PARIS LYON,LE CREUSOT MONTCEAU MONTCHANIN,80.0,192,0,,18,30.13888889,2.444618056,NC,11,14.70757576,0.3515625,,5,0.3515625,1,0,10.0,10.0,10.0,50.0,20.0,0.0,2019.0,4.0
2019-04-01,National,MONTPELLIER,PARIS LYON,207.0,307,0,,170,4.256470588,2.4252443,,22,32.53712121,1.329207383,,22,1.329207383,7,2,42.10526316,21.05263158,21.05263158,5.263157895,10.52631579,0.0,2019.0,4.0
2019-04-01,National,PARIS LYON,MULHOUSE VILLE,168.0,295,0,,19,39.95614035,2.303502825,,17,21.8754902,2.356271186,,10,2.356271186,3,1,7.142857143,7.142857143,50.0,35.71428571,0.0,0.0,2019.0,4.0
2019-04-01,National,NICE VILLE,PARIS LYON,,170,3,,90,3.792407407,2.014570858,-,19,38.15175439,4.005688623,,,4.005688623,8,3,11.76470588,23.52941176,29.41176471,23.52941176,5.882352941,5.882352941,2019.0,4.0
2019-04-01,National,NIMES,PARIS LYON,176.0,314,0,,193,5.167184801,3.292993631,,27,28.6808642,1.364065817,,22,1.364065817,7,2,33.33333333,16.66666667,33.333,4.166666667,8.333333333,,2019.0,4.0
2019-04-01,National,Paris Lyon,VALENCE ALIXAN TGV,131.0,272,0,,27,12.87098765,0.952757353,,23,23.77898551,2.524877451,,16,2.524877451,6,1,9.523809524,9.523809524,28.57142857,38.0952381,14.28571429,0.0,2019.0,4.0
2019-04-01,National,LYON PART DIEU,MARSEILLE ST CHARLES,104.0,363,1,,161,13.03022774,5.852025783,,75,29.54822222,7.47592081,,54,7.47592081,27,7,17.14285714,22.85714286,28.57142857,12.85714286,12.85714286,5.714285714,2019.0,4.0
2019-04-01,International,PARIS LYON,LAUSANNE,219.0,138,1,,6,1.388888889,-0.26216545,,27,32.09197531,9.887104623,,25,9.887104623,5,2,4.0,20.0,68.0,8.0,0.0,0.0,2019.0,4.0
2019-04-01,International,PARIS LYON,BARCELONA,314.0,56,0,,9,15.26111111,2.030357143,,8,29.625,6.910714286,,8,6.910714286,3,0,0.0,37.5,25.0,25.0,12.5,0.0,2019.0,4.0
2019-04-01,National,PARIS MONTPARNASSE,ANGERS SAINT LAUD,90.0,415,1,,210,13.78460317,6.900201288,NC,,27.15230769,5.489975845,,32,5.489975845,16,9,20.83333333,29.16666667,27.08333333,18.75,2.083333333,2.083333333,2019.0,4.0
2019-04-01,National,ANGERS SAINT LAUD,PARIS MONTPARNASSE,93.0,410,0,,270,8.84654321,5.95398374,,82,27.56443089,6.446422764,NC,,6.446422764,23,10,19.11764706,38.23529412,20.58823529,16.17647059,1.470588235,4.411764706,2019.0,4.0
2019-04-01,National,PARIS MONTPARNASSE,ST MALO,162.0,96,3,,36,19.93240741,7.59874552,,4,28.02083333,0.66953405,NC,3,0.66953405,1,1,,25.0,25.0,25.0,0.0,0.0,2019.0,4.0
2019-04-01,National,TOULOUSE MATABIAU,PARIS MONTPARNASSE,258.0,156,0,,23,5.029710145,0.451388889,,12,29.61944444,3.4125,,12,3.4125,5,1,18.18181818,36.36363636,9.090909091,18.18181818,9.090909091,9.090909091,2019.0,4.0
2019-04-01,National,TOURS,PARIS MONTPARNASSE,75.0,181,1,,28,,0.95712963,,28,16.15059524,3.134907407,,8,3.134907407,5,0,15.0,5.0,40.0,15.0,5.0,20.0,2019.0,4.0
2019-04-01,National,METZ,PARIS EST,85.0,303,6,,128,7.031640625,3.116105499,NC,63,17.18253968,4.198709315,"Très nombreux retards CFL  
1 mise à quai tardive causant 5 min de retard 
1 accident de personne le 04/04 pour 13 min
Quelques incidents (caténaire (23 min), rail cassé, chantier de production (15 min)) 
1 difficulté d’accroche le 21/04 à Mz
Obstacle sur les voies le 23/04 pour 37 min de retard
Restitution tardive de travaux le 24/04 pour 11 min 
4 Non-respect marche tracée pour un retard moyen de 6 min",17,,4,,17.30769231,23.07692308,42.30769231,15.38461538,0.0,1.923076923,2019.0,4.0
2019-04-01,National,PARIS EST,NANCY,95.0,279,1,,77,14.19199134,4.082194245,,11,39.11818182,2.404856115,,11,2.404856115,8,4,0.0,36.36363636,9.090909091,45.45454545,9.090909091,0.0,2019.0,4.0
2019-04-01,National,PARIS EST,STRASBOURG,115.0,529,11,,103,11.13462783,2.240250965,,34,37.47254902,2.586808237,,28,2.586808237,13,4,15.625,28.125,21.875,28.125,3.125,3.125,2019.0,4.0
2019-04-01,National,BORDEAUX ST JEAN,TOURCOING,298.0,6,0,,1,2.916666667,0.45,,1,76.0,14.0,,1,14.0,1,1,0.0,,0.0,0.0,0.0,0.0,2019.0,4.0
2019-04-01,National,TOURCOING,BORDEAUX ST JEAN,289.0,27,0,,2,3.191666667,0.291975309,,5,46.28,8.102469136,,5,8.102469136,4,0,0.0,50.0,50.0,0.0,0.0,0.0,2019.0,4.0
2019-04-01,National,MARNE LA VALLEE,LYON PART DIEU,111.0,286,4,,175,10.50619048,6.66465721,,45,34.19481481,5.81501182,,36,5.81501182,15,4,20.93023256,25.58139535,20.93023256,13.95348837,13.95348837,4.651162791,2019.0,4.0
2019-04-01,National,ANNECY,PARIS LYON,228.0,135,3,,12,77.52083333,7.054671717,,19,34.02807018,5.436742424,,19,5.436742424,6,4,11.11111111,27.77777778,50.0,11.11111111,0.0,0.0,2019.0,4.0
2019-04-01,National,AVIGNON TGV,PARIS LYON,165.0,379,3,,153,7.821132898,3.119060284,,39,29.76581197,3.246320922,,23,3.246320922,10,6,21.62162162,24.32432432,27.02702703,18.91891892,2.702702703,5.405405405,2019.0,4.0
2019-04-01,National,PARIS LYON,NIMES,176.0,276,0,,31,11.84892473,1.016002415,,32,24.22083333,3.419504831,,23,3.419504831,9,1,16.66666667,6.666666667,30.0,30.0,16.66666667,0.0,2019.0,4.0
2019-04-01,National,PARIS LYON,PERPIGNAN,308.0,168,0,,21,13.74126984,1.366666667,,19,41.38684211,5.161805556,,19,5.161805556,8,4,,27.77777778,22.22222222,27.77777778,5.555555556,0.0,2019.0,4.0
2019-04-01,National,PARIS LYON,TOULON,243.0,220,0,,25,10.84666667,0.834621212,,19,34.7377193,2.369015152,,19,2.369015152,10,2,43.75,18.75,12.5,6.25,18.75,0.0,2019.0,4.0
2019-04-01,National,MARSEILLE ST CHARLES,LYON PART DIEU,101.0,346,4,,63,6.687301587,1.233089669,,30,29.22055556,4.89668616,,19,4.89668616,8,4,14.28571429,17.85714286,32.14285714,28.57142857,0.0,7.142857143,2019.0,4.0
2019-04-01,National,MONTPELLIER,LYON PART DIEU,112.0,191,8,,98,5.136394558,2.790528233,-,30,26.84,6.130601093,,24,6.130601093,10,0,26.66666667,23.33333333,23.33333333,20.0,6.666666667,0.0,2019.0,4.0
2019-04-01,International,FRANCFORT,PARIS EST,215.0,165,5,,56,32.86428571,11.63458333,,18,39.47407407,5.9034375,,18,5.9034375,7,2,5.555555556,27.77777778,22.22222222,44.44444444,0.0,0.0,2019.0,4.0
2019-04-01,International,PARIS LYON,GENEVE,179.0,187,1,,20,10.0425,0.786290323,,11,20.37424242,4.42,,5,2.703315412,2,0,10.0,0.0,50.0,20.0,20.0,0.0,2019.0,4.0
2019-04-01,International,MARSEILLE ST CHARLES,MADRID,461.0,1,0,,0,0.0,0.816666667,-,0,0.0,-4.0,,0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2019.0,4.0
2019-04-01,National,PARIS MONTPARNASSE,BORDEAUX ST JEAN,146.0,769,4,,341,7.685043988,3.316993464,,57,29.82573099,1.395359477,,38,1.395359477,17,6,32.60869565,,23.91304348,13.04347826,8.695652174,2.173913043,2019.0,4.0
2019-04-01,National,PARIS MONTPARNASSE,LAVAL,82.0,232,2,,102,11.32369281,4.927898551,,30,21.31944444,3.745,,11,3.745,5,4,23.80952381,14.28571429,23.80952381,23.80952381,9.523809524,4.761904762,2019.0,4.0
2019-04-01,National,ST PIERRE DES CORPS,PARIS MONTPARNASSE,61.0,411,1,,144,5.329398148,2.012439024,,66,15.30050505,3.150772358,,20,,8,0,12.76595745,19.14893617,27.65957447,25.53191489,4.255319149,10.63829787,2019.0,4.0
2019-04-01,National,VANNES,PARIS MONTPARNASSE,155.0,243,0,,95,3.275087719,1.378943759,NC,34,24.65686275,4.765294925,,22,4.765294925,7,2,24.13793103,31.03448276,24.13793103,17.24137931,3.448275862,0.0,2019.0,4.0
2019-04-01,National,NANTES,STRASBOURG,299.0,52,0,,16,3.58125,1.130448718,,6,23.45555556,4.45224359,NC,6,4.45224359,2,0,,16.66666667,0.0,0.0,0.0,0.0,2019.0,4.0
,National,PARIS NORD,LILLE,68.0,600,17,,218,33.82446483,,,114,21.15570175,4.182961692,-,46,4.182961692,21,6,19.81132075,30.18867925,14.1509434,24.52830189,10.37735849,0.943396226,,
2019-04-01,National,LILLE,MARSEILLE ST CHARLES,299.0,189,0,,54,9.124691358,2.478042328,,18,39.7962963,5.162257496,,18,5.162257496,9,3,23.52941176,17.64705882,17.64705882,23.53,17.64705882,0.0,2019.0,4.0
2019-04-01,National,PARIS LYON,ANNECY,223.0,140,2,-,9,22.9,1.174033816,,9,35.94444444,4.59057971,,9,4.59057971,6,1,0.0,50.0,12.5,37.5,0.0,0.0,2019.0,4.0
2019-04-01,National,DIJON VILLE,PARIS LYON,99.0,417,0,,255,7.540784314,4.69756195,,29,34.3362069,1.881414868,,17,1.881414868,11,6,4.0,20.0,36.0,24.0,16.0,0.0,2019.0,4.0
2019-04-01,National,GRENOBLE,PARIS LYON,183.0,204,0,,27,239.6783951,31.7373366,,10,35.59444444,1.33251634,,10,1.33251634,4,1,0.0,,37.5,12.5,0.0,0.0,2019.0,4.0
2019-04-01,National,PARIS LYON,LYON PART DIEU,119.0,560,1,,45,16.88259259,0.960017889,,22,19.99545455,0.393649374,,14,0.393649374,3,0,19.04761905,19.04761905,28.57142857,28.57142857,4.761904762,0.0,2019.0,4.0
2019-04-01,National, LYON PART DIEU ,PARIS LYON,120.0,585,3,,244,4.936065574,2.182703322,,31,24.72419355,1.562084765,,19,1.562084765,6,2,9.677419355,19.35483871,19.35483871,25.80645161,19.35483871,6.451612903,2019.0,4.0
,National,PARIS LYON,MACON LOCHE,96.0,199,2,,16,,1.274957699,,11,31.33333333,2.139170897,,9,2.74,6,1,10.0,10.0,10.0,70.0,0.0,0.0,,
2019-04-01,National,MACON LOCHE,PARIS LYON,125.58,187,2,,153,6.717538126,5.58981982,,13,27.65641026,2.348918919,-,10,2.348918919,3,2,0.0,16.66666667,50.0,0.0,25.0,8.333333333,2019.0,4.0
2019-04-01,National,PARIS LYON,NICE VILLE,481.21,167,0,,24,11.16875,1.223453094,,18,45.58518519,6.614471058,,18,6.614471058,,1,50.0,18.75,6.25,6.25,18.75,0.0,2019.0,4.0
2019-04-01,International,PARIS EST,FRANCFORT,213.0,165,5,,23,9.351449275,1.404270833,,20,47.405,8.738541667,,20,8.738541667,10,3,0.0,43.75,43.75,6.25,0.0,6.25,2019.0,4.0
2019-04-01,International,GENEVE,PARIS LYON,178.0,213,1,,71,2.936150235,0.686320755,,11,20.25151515,0.155503145,,8,0.155503145,0,0,20.0,10.0,50.0,20.0,0.0,0.0,2019.0,4.0
2019-04-01,International,MADRID,MARSEILLE ST CHARLES,209.0,27,0,,10,4.5,1.148148148,Non communiqué,3,25.95,5.498148148,,3,5.498148148,1,0,33.33333333,0.0,66.66666667,0.0,0.0,0.0,2019.0,4.0
2019-04-01,National,PARIS MONTPARNASSE,LA ROCHELLE VILLE,169.0,210,0,,101,3.12640264,1.474285714,,20,22.3,2.471428571,,13,2.471428571,3,0,23.52941176,35.29411765,23.52941176,11.76470588,0.0,5.882352941,2019.0,4.0
2019-04-01,,LA ROCHELLE VILLE,PARIS MONTPARNASSE,164.0,204,0,,32,4.0640625,0.726143791,,13,25.56153846,3.435375817,,9,3.435375817,4,0,18.18181818,36.36363636,9.090909091,36.36363636,0.0,0.0,2019.0,4.0
